name,miles_per_gallon,cylinders,displacement,hp,weight_lbs,acceleration,year,weight_kg,vehicle_age,origin_encoded,origin_europe,origin_japan,origin_usa
mazda rx2 coupe,-0.5783347263211619,-1.4386913335432108,-1.1827563137670365,-0.1855275501874736,-0.7530562762995799,-0.7534723296667746,72,-0.7530562762995799,1.0858580109885525,1,False,True,False
amc matador (sw),-1.0907506236404463,1.5158966476239606,1.067664259576886,1.2272948843448614,1.1017287462824514,-1.1189146733267503,72,1.1017287462824517,1.0858580109885525,2,False,False,True
chevrolet chevelle concours (sw),-1.3469585723000883,1.5158966476239606,1.0965158053889874,0.6941543430119048,1.346341879862412,-0.5707511578367868,72,1.346341879862412,1.0858580109885525,2,False,False,True
ford gran torino (sw),-1.3469585723000883,1.5158966476239606,1.0484298957021514,0.9607246136783831,1.5790805894821804,0.1601335294831646,72,1.5790805894821809,1.0858580109885525,2,False,False,True
plymouth satellite custom (sw),-1.2188545979702672,1.5158966476239606,1.2023048067000266,1.2272948843448614,1.3214055895460082,-0.5707511578367868,72,1.3214055895460086,1.0858580109885525,2,False,False,True
volvo 145e (sw),-0.706438700650983,-0.8477737373097765,-0.6922800349613099,0.21432785581224384,-0.03702851149998656,-0.38802998600679894,72,-0.0370285114999861,1.0858580109885525,0,True,False,False
volkswagen 411 (sw),-0.19402280333169875,-0.8477737373097765,-0.6922800349613099,-0.7453251185870781,-0.5381292026201,0.8910182168031159,72,-0.5381292026201,1.0858580109885525,0,True,False,False
peugeot 504 (sw),-0.3221267776615198,-0.8477737373097765,-0.7018972168986771,-0.4520978208539519,0.017593838716897847,1.4391817322930793,72,0.01759383871689799,1.0858580109885525,0,True,False,False
renault 12 (sw),0.3183930939875855,-0.8477737373097765,-0.9327095833954896,-0.9319243080536128,-0.9204856541382909,0.8910182168031159,72,-0.9204856541382906,1.0858580109885525,0,True,False,False
ford pinto (sw),-0.19402280333169875,-0.8477737373097765,-0.6826628530239427,-0.47875484792059975,-0.6758725205583302,0.1601335294831646,72,-0.6758725205583299,1.0858580109885525,2,False,False,True
datsun 510 (sw),0.5746010426472277,-0.8477737373097765,-0.9230924014581224,-0.31881268552071274,-0.8029288569323875,0.5255758731431402,72,-0.8029288569323869,1.0858580109885525,1,False,True,False
toyouta corona mark ii (sw),-0.06591882900187769,-0.8477737373097765,-0.7018972168986771,-0.1855275501874736,-0.5440664146001961,-0.38802998600679894,72,-0.5440664146001959,1.0858580109885525,1,False,True,False
dodge colt (sw),0.5746010426472277,-0.8477737373097765,-0.9134752195207553,-0.6386970103204868,-0.9501717140387715,-0.2053088141768111,72,-0.9501717140387713,1.0858580109885525,2,False,False,True
toyota corolla 1600 (sw),0.44649706831740654,-0.8477737373097765,-0.9230924014581224,-0.4254407937873041,-1.026168027384002,0.34285470131315243,72,-1.026168027384002,1.0858580109885525,1,False,True,False
buick century 350,-1.3469585723000883,1.5158966476239606,1.5100546286957766,1.8937205610110572,1.3487167646544505,-0.9361935014967624,73,1.348716764654451,0.8150738704036817,2,False,False,True
amc matador,-1.2188545979702672,1.5158966476239606,1.067664259576886,1.2272948843448614,0.8404914191582217,-1.484357016986726,73,0.8404914191582217,0.8150738704036817,2,False,False,True
chevrolet malibu,-1.3469585723000883,1.5158966476239606,1.5100546286957766,1.0940097490116223,1.2157232163002971,-0.9361935014967624,73,1.2157232163002973,0.8150738704036817,2,False,False,True
ford gran torino,-1.2188545979702672,1.5158966476239606,1.0484298957021514,0.8807535324784396,1.2798451056853353,-0.38802998600679894,73,1.2798451056853357,0.8150738704036817,2,False,False,True
dodge coronet custom,-1.0907506236404463,1.5158966476239606,1.2023048067000266,1.2272948843448614,0.9651728707402404,-1.1189146733267503,73,0.9651728707402405,0.8150738704036817,2,False,False,True
mercury marquis brougham,-1.4750625466299094,1.5158966476239606,2.2698120017477845,2.506832183543957,2.3604176860628314,-1.484357016986726,73,2.360417686062831,0.8150738704036817,2,False,False,True
chevrolet caprice classic,-1.3469585723000883,1.5158966476239606,1.990913725564136,1.2272948843448614,1.7809457968054487,-1.301635845156738,73,1.780945796805449,0.8150738704036817,2,False,False,True
ford ltd,-1.3469585723000883,1.5158966476239606,1.5196718106331437,1.440551100878044,1.661014114807507,-0.9361935014967624,73,1.6610141148075073,0.8150738704036817,2,False,False,True
plymouth fury gran sedan,-1.2188545979702672,1.5158966476239606,1.2023048067000266,1.2272948843448614,1.5113963729090845,-0.38802998600679894,73,1.511396372909085,0.8150738704036817,2,False,False,True
chrysler new yorker brougham,-1.3469585723000883,1.5158966476239606,2.3756010030588235,2.9600016436769705,2.102742686126659,-1.6670781888167139,73,2.1027426861266596,0.8150738704036817,2,False,False,True
buick electra 225 custom,-1.4750625466299094,1.5158966476239606,2.5198587321193315,3.226571914343449,2.3592302436668118,-1.6670781888167139,73,2.359230243666812,0.8150738704036817,2,False,False,True
amc ambassador brougham,-1.3469585723000883,1.5158966476239606,1.6062264480694486,1.8937205610110572,1.0174203361650864,-1.6670781888167139,73,1.0174203361650864,0.8150738704036817,2,False,False,True
plymouth valiant,-0.706438700650983,0.33406145515709207,0.30790688652487785,0.02772866634570903,0.18621065895162797,0.34285470131315243,73,0.1862106589516285,0.8150738704036817,2,False,False,True
chevrolet nova custom,-0.9626466493106252,0.33406145515709207,0.5483364349590576,-0.10555646898753011,0.3726391151266465,0.8910182168031159,73,0.37263911512664666,0.8150738704036817,2,False,False,True
amc hornet,-0.706438700650983,0.33406145515709207,0.3752271600864482,-0.10555646898753011,-0.022779202747755845,0.1601335294831646,73,-0.02277920274775552,0.8150738704036817,2,False,False,True
ford maverick,-0.706438700650983,0.33406145515709207,0.5483364349590576,-0.4254407937873041,0.06746641934970535,0.34285470131315243,73,0.06746641934970561,0.8150738704036817,2,False,False,True
plymouth duster,-0.06591882900187769,0.33406145515709207,0.04824297421596373,-0.23884160432076926,-0.07146434098454413,0.1601335294831646,73,-0.07146434098454373,0.8150738704036817,2,False,False,True
volkswagen super beetle,0.3183930939875855,-0.8477737373097765,-0.9230924014581224,-1.545035930586513,-1.204284386786886,1.987345247783043,73,-1.2042843867868855,0.8150738704036817,0,True,False,False
chevrolet impala,-1.6031665209597303,1.5158966476239606,1.990913725564136,1.2272948843448614,2.4138525938836963,-0.5707511578367868,73,2.4138525938836968,0.8150738704036817,2,False,False,True
ford country,-1.4750625466299094,1.5158966476239606,1.990913725564136,1.6804643444778744,2.305795335845947,-1.1189146733267503,73,2.3057953358459473,0.8150738704036817,2,False,False,True
plymouth custom suburb,-1.3469585723000883,1.5158966476239606,1.6062264480694486,1.760435425677818,2.0065598520491017,-0.9361935014967624,73,2.0065598520491017,0.8150738704036817,2,False,False,True
oldsmobile vista cruiser,-1.4750625466299094,1.5158966476239606,1.5100546286957766,2.0270056963442964,1.8225062806661216,-1.1189146733267503,73,1.8225062806661219,0.8150738704036817,2,False,False,True
amc gremlin,-0.706438700650983,0.33406145515709207,0.3752271600864482,-0.10555646898753011,-0.20802021652675515,-0.2053088141768111,73,-0.20802021652675484,0.8150738704036817,2,False,False,True
toyota carina,-0.4502307519913409,-0.8477737373097765,-0.9230924014581224,-0.4254407937873041,-0.8136158384965605,1.2564605604630916,73,-0.8136158384965605,0.8150738704036817,1,False,True,False
chevrolet vega,-0.3221267776615198,-0.8477737373097765,-0.5095535781513333,-0.8519532268536694,-0.6687478661822149,1.4391817322930793,73,-0.6687478661822146,0.8150738704036817,2,False,False,True
datsun 610,-0.19402280333169875,-0.8477737373097765,-0.8173034001470834,-0.2654986313874171,-0.6948715988946379,0.34285470131315243,73,-0.6948715988946376,0.8150738704036817,1,False,True,False
maxda rx3,-0.706438700650983,-1.4386913335432108,-1.1827563137670365,-0.37212673965400844,-0.9976694098795406,-0.7534723296667746,73,-0.9976694098795403,0.8150738704036817,1,False,True,False
ford pinto,-0.5783347263211619,-0.8477737373097765,-0.6826628530239427,-0.5054118749872476,-0.7768051242199645,1.0737393886331037,73,-0.776805124219964,0.8150738704036817,2,False,False,True
mercury capri v6,-0.3221267776615198,0.33406145515709207,-0.36529584909082546,0.0810427204790047,-0.5844394560648498,-0.5707511578367868,73,-0.5844394560648494,0.8150738704036817,2,False,False,True
fiat 124 sport coupe,0.3183930939875855,-0.8477737373097765,-0.9134752195207553,-0.37212673965400844,-0.8302400320408297,-0.022587642346823256,73,-0.8302400320408293,0.8150738704036817,0,True,False,False
chevrolet monte carlo s,-1.0907506236404463,1.5158966476239606,1.5100546286957766,1.0940097490116223,1.3273428015261044,-0.9361935014967624,73,1.3273428015261044,0.8150738704036817,2,False,False,True
pontiac grand prix,-0.9626466493106252,1.5158966476239606,1.990913725564136,3.359857049676688,1.5600815111458728,-2.215241704306677,73,1.5600815111458732,0.8150738704036817,2,False,False,True
fiat 128,0.7027050169770487,-0.8477737373097765,-1.201990677641771,-1.4650648493865694,-1.3028421056564818,1.4391817322930793,73,-1.3028421056564814,0.8150738704036817,0,True,False,False
opel manta,0.06218514532794337,-0.8477737373097765,-0.7403659446481459,-0.7719821456537259,-0.9572963684148869,-0.022587642346823256,73,-0.9572963684148865,0.8150738704036817,0,True,False,False
audi 100ls,-0.4502307519913409,-0.8477737373097765,-0.7596003085228802,-0.3454697125873606,-0.453820792502735,-0.5707511578367868,73,-0.4538207925027347,0.8150738704036817,0,True,False,False
volvo 144ea,-0.5783347263211619,-0.8477737373097765,-0.6922800349613099,0.21432785581224384,-0.11421226724123627,-0.022587642346823256,73,-0.11421226724123607,0.8150738704036817,0,True,False,False
dodge dart custom,-1.0907506236404463,1.5158966476239606,1.2023048067000266,1.2272948843448614,0.5163196450449729,-1.6670781888167139,73,0.5163196450449731,0.8150738704036817,2,False,False,True
saab 99le,0.06218514532794337,-0.8477737373097765,-0.6922800349613099,0.1610138016789482,-0.3612002856132353,-0.5707511578367868,73,-0.36120028561323475,0.8150738704036817,0,True,False,False
toyota mark ii,-0.4502307519913409,0.33406145515709207,-0.35567866715345825,0.48089812647872215,-0.18664625339840907,-0.7534723296667746,73,-0.18664625339840898,0.8150738704036817,1,False,True,False
oldsmobile omega,-1.6031665209597303,1.5158966476239606,1.5100546286957766,2.0270056963442964,0.8309918799900678,-1.6670781888167139,73,0.8309918799900682,0.8150738704036817,2,False,False,True
plymouth duster,-0.4502307519913409,0.33406145515709207,0.04824297421596373,-0.23884160432076926,0.16364925342726266,0.34285470131315243,74,0.16364925342726322,0.5442897298188109,2,False,False,True
ford maverick,-0.3221267776615198,0.33406145515709207,0.0674773380906981,-0.30548417198738886,-0.10590017046910169,0.5255758731431402,74,-0.10590017046910137,0.5442897298188109,2,False,False,True
amc hornet,-0.5783347263211619,0.33406145515709207,0.3752271600864482,-0.30548417198738886,-0.0750266681726018,0.1601335294831646,74,-0.07502666817260138,0.5442897298188109,2,False,False,True
chevrolet nova,-1.0907506236404463,0.33406145515709207,0.5483364349590576,-0.10555646898753011,0.4415107740957616,0.5255758731431402,74,0.4415107740957619,0.5442897298188109,2,False,False,True
datsun b210,0.9589129656366908,-0.8477737373097765,-1.0962016763307318,-0.9852383621869085,-1.204284386786886,1.2564605604630916,74,-1.2042843867868855,0.5442897298188109,1,False,True,False
ford pinto,0.3183930939875855,-0.8477737373097765,-0.6826628530239427,-0.6386970103204868,-0.6093757463812536,0.34285470131315243,74,-0.6093757463812535,0.5442897298188109,2,False,False,True
toyota corolla 1200,1.087016939966512,-0.8477737373097765,-1.1731391318296693,-0.30548417198738886,-1.3396528199330777,-0.022587642346823256,74,-1.3396528199330775,0.5442897298188109,1,False,True,False
chevrolet vega,0.19028911965776443,-0.8477737373097765,-0.5095535781513333,-0.7719821456537259,-0.501318488343504,0.5255758731431402,74,-0.5013184883435036,0.5442897298188109,2,False,False,True
chevrolet chevelle malibu classic,-0.9626466493106252,0.33406145515709207,0.5483364349590576,-0.10555646898753011,0.9699226403243173,0.5255758731431402,74,0.9699226403243175,0.5442897298188109,2,False,False,True
amc matador,-0.9626466493106252,0.33406145515709207,0.6252738904579951,0.1610138016789482,0.7929937233174525,0.8910182168031159,74,0.7929937233174529,0.5442897298188109,2,False,False,True
plymouth satellite sebring,-0.706438700650983,0.33406145515709207,0.30790688652487785,0.02772866634570903,0.7704323177930873,0.34285470131315243,74,0.7704323177930876,0.5442897298188109,2,False,False,True
ford gran torino,-0.9626466493106252,1.5158966476239606,1.0484298957021514,-0.30548417198738886,1.3974019028912388,-0.5707511578367868,74,1.3974019028912392,0.5442897298188109,2,False,False,True
buick century luxus (sw),-1.3469585723000883,1.5158966476239606,1.5100546286957766,1.2272948843448614,2.059994759869967,-0.38802998600679894,74,2.0599947598699675,0.5442897298188109,2,False,False,True
dodge coronet custom (sw),-1.2188545979702672,1.5158966476239606,1.2023048067000266,1.2272948843448614,1.7726337000333143,-0.7534723296667746,74,1.7726337000333143,0.5442897298188109,2,False,False,True
ford gran torino (sw),-1.2188545979702672,1.5158966476239606,1.0484298957021514,0.9607246136783831,1.9875607737127943,0.1601335294831646,74,1.9875607737127947,0.5442897298188109,2,False,False,True
amc matador (sw),-1.2188545979702672,1.5158966476239606,1.067664259576886,1.2272948843448614,1.535145220829469,-0.022587642346823256,74,1.5351452208294691,0.5442897298188109,2,False,False,True
audi fox,0.7027050169770487,-0.8477737373097765,-0.9134752195207553,-0.5587259291205432,-0.8848623822577141,0.34285470131315243,74,-0.884862382257714,0.5442897298188109,0,True,False,False
volkswagen dasher,0.3183930939875855,-0.8477737373097765,-1.0962016763307318,-0.9852383621869085,-1.188847635638636,-0.022587642346823256,74,-1.188847635638636,0.5442897298188109,0,True,False,False
opel manta,0.3183930939875855,-0.8477737373097765,-0.9230924014581224,-0.6920110644537824,-0.7886795481801567,-0.38802998600679894,74,-0.7886795481801563,0.5442897298188109,0,True,False,False
toyota corona,0.9589129656366908,-0.8477737373097765,-1.1250532221428335,-1.385093768186626,-1.561704547988673,0.34285470131315243,74,-1.5617045479886726,0.5442897298188109,1,False,True,False
datsun 710,1.087016939966512,-0.8477737373097765,-1.0577329485812632,-1.1451805245867954,-1.141349939797867,1.2564605604630916,74,-1.1413499397978668,0.5442897298188109,1,False,True,False
dodge colt,0.5746010426472277,-0.8477737373097765,-0.9904126750196928,-0.7719821456537259,-0.9964819674835214,-0.38802998600679894,74,-0.9964819674835209,0.5442897298188109,2,False,False,True
fiat 128,0.06218514532794337,-0.8477737373097765,-0.9904126750196928,-0.7719821456537259,-1.0166684882158483,-0.022587642346823256,74,-1.016668488215848,0.5442897298188109,0,True,False,False
